qid,question,correct_answer,model_generated_answer,model_generated_answer_text,model_comparison
3812,what are the three issues debated man in the right of the image and hilary clinton?,0,2,America's future,0
3813,when did man in the right of the image become leader of london?,2,3,24-Jun-16,0
3814,what is the name of the group led by man in the image?,0,2,Serbian Progressive party,0
3815,who ruled that vojislav seselj is person in the image?,3,2,presiding Judge Antonin Scalia,0
3816,where are person in the image of nato meeting on security issues?,0,1,"Spanish capital, Madrid",0
3817,when do you google how to move to canada under woman in the left of the image?,1,0,during the final weeks of the campaign,0
3818,where was woman in the image killed in?,1,1,Yemen,1
3819,when do woman in the left of the image and juppe go to the runoff?,2,0,next Wednesday,0
3820,what is the difference between person with the red suit in the image and juppe?,1,1,socially conservative and pro-business policies,1
3821,when did fillon quit as woman with the red shirt in the image of social affairs?,1,3,2004,0
3822,who's in the running for president if man in the left of the image becomes president?,3,3,Republican Bob Corker,1
3823,who's in the running for president if man in the left of the image becomes president?,3,3,Republican Bob Corker,1
3824,who was person with the black suit in the image for all seasons?,3,0,Chief Justice John Roberts,0
3825,who did man with the black suit in the image talk about in his retirement speech?,1,3,Justice Ruth Bader Ginsburg,0
3826,when did gwen ifill die as person with the black suit in the image?,1,3,Sunday,0
3827,when did gwen ifill die as person with the black suit in the image?,3,0,Sunday,0
3828,what newspaper did ethan ifill work for before she became person with the black dress in the image for pbs?,0,2,The Washington Post,0
3829,when did gwen ifill die as man with the black dress in the image?,1,3,Thursday,0
3830,when did gwen ifill become man with the black suit in the image of washington week?,1,0,2002,0
3831,where did attorney general hold a memorial service for gwen ifill where did person with the black suit in the image come from?,1,1,Metropolitan A.M.E. Church,1
3832,how much oil does iran cut in 2018 according to woman with the glasses in the image?,2,0,"1.2 million barrels a day to 32.5 million, or about 10 percent of the world’s global output.",0
3833,when did woman in the image of the philippines visit china?,1,0,"Oct. 18, 2019",0
3834,why did the leader of libya break away from person in the left of the image overthrown?,3,2,believed the people would no longer support him,0
3835,who is leading a movement of woman with the black coat in the image against the riyadh government in iraq?,3,3,Shi'ite cleric Muqtada al-Sadr,1
3836,why is the new york times poll about person in the center of the image?,0,0,FBI Director James Comey sent a letter to congressional leaders Friday announcing he will revisit the inquiry into Clinton's improper use of emails when she was secretary of state.,1
3837,who is running against man in the center of the image for president in 2016?,1,2,Hillary Clinton,0
3838,how many electoral votes does person in the center of the image need to win the presidency?,2,0,271,0
3839,when did the koch network decide not to support person with the black shirt in the image?,3,3,2016,1
3840,when does person with the black suit in the image of state say a cease-fire in yemen?,2,0,"as early as November 19, ""provided that the Houthis stop firing rockets into Saudi Arabia.""",0
3841,how long does it take for person in the right of the image to become a missionary?,1,1,seven weeks at missionary school,1
3842,man in the right of the image in queen of katwe?,1,0,Lupita Nyong'o (R),0
3843,real name of man in the right of the image in chess mom?,0,0,Phiona Mutesi,1
3844,real name of person in the right of the image in beauty and the beast?,3,3,Phiona Mutesi,1
3845,who is nominating woman in the image for the united nations general assembly?,2,0,Sweden,0
3846,who is being considered for defense secretary by man with the black suit in the image?,0,1,55-year-old retired Marine Corps general James Mattis,0
3847,who is the president's choice for man with the black suit in the image?,0,0,James Mattis,1
3848,who was person with the black suit in the image that met with president-elect?,2,1,retired Marine General James N. Mattis,0
3849,who is running for person with the black suit in the image of the united states?,1,1,James Mattis,1
3850,where person in the center of the image and vice president elect meet?,0,2,"Mattis National Golf Club in Bedminster, New Jersey, Nov. 20, 2016.",0
3851,who did man in the center of the image meet with at his golf course?,3,0,George Bush,0
3852,where did man with the black suit in the image and pence play golf last year?,1,3,"at the main clubhouse at Trump National Golf Club in Bedminster, New Mexico, Nov. 19, 2016.",0
3853,who did man in the center of the image give a thumbs up to at the golf course?,1,2,Joe Biden,0
3854,who did person with the black suit in the image give a thumbs up to at the golf course?,2,1,Donald Trump,0
3855,who was the guy in the red sweater debating man with the black suit in the image and republican?,1,2,Bob Bone,0
3856,who was the guy in the red sweater at man with the black dress in the image?,2,0,Bob Bone,0
3857,where did woman in the right of the image Bernie sanders campaign in 2016?,0,2,"University of New Hampshire Wilde Auditorium in Durham, N.H.",0
3858,what is the difference between woman with the glasses in the image and secretary of state?,2,1,former Secretary of State Hillary Clinton is a member of the Republican Party while Bernie Sanders is an independent.,0
3859,where did amy repson run for woman in the right of the image from?,3,0,"Dartmouth College Leede Arena in Hanover, N.H.",0
3860,what did person in the image of the united states do to the cuban embargo?,2,2,lift the embargo,1
3861,who is running for president in 2016 and is urging person with the white suit in the image to vote?,2,2,Texas Senator Ted Cruz,1
3862,what is the importance man with the white dress in the image?,0,2,the importance of personal responsibility in a presidential candidate,0
3863,who is the republican running for president who condemns person with the white suit in the image for inciting violence at his rallies?,0,0,Texas Senator Ted Cruz,1
3864,who is running against man with the white dress in the image for president in 2016?,2,2,Texas Senator Ted Cruz,1
3865,what does person in the center of the image mean by signs and symbols?,3,2,semaphores,0
3866,who was man in the left of the image of jamaat-e-Islami who was hanged in bangladesh?,2,2,Nizami,1
3867,where did the blue-collar workers who supported person in the bottom of the image live?,2,0,the struggling farms of the Midwest,0
3868,when did person with the black suit in the image come to syria?,1,2,18-Mar-16,0
3869,who is running for president with person with the white suit in the image?,3,3,Democratic presidential nominee Hillary Clinton,1
3870,who is running for president in 2016 with person in the center of the image?,2,2,Democratic presidential nominee Hillary Clinton,1
3871,how many electoral votes does clint person in the center of the image need to win the presidency?,1,2,265,0
3872,when is the election for person with the white suit in the image and trump?,2,3,20-Oct,0
3873,where did protesters march against man in the left of the image in new york?,0,0,"New York City's Fifth Avenue, directly in front of the Trump Tower where the president-elect lives",1
3874,who did president oc get man in the left of the image at his campaign rally?,2,2,Hillary,1
3875,who did man in the left of the image endorse for president in 2016?,2,2,Hillary,1
3876,what is the difference between man in the left of the image and clinton?,0,0,leadership,1
3877,who did haley clinton choose for president after person in the left of the image?,1,1,Barack Obama,1
3878,who is running for president in 2016 against man in the left of the image?,3,3,Barack Obama,1
3879,who did haley clinton campaign with as man in the left of the image for president?,1,1,Barack Obama,1
3880,who is man in the left of the image of state running for president?,2,2,Hillary,1
3881,when did person in the left of the image and obama campaign together for president?,2,2,Tuesday,1
3882,what issue does person in the left of the image support in the usa?,2,3,NAFTA agreement,0
3883,what issue does person in the left of the image support in the usa?,0,3,North American Free Trade Agreement (NAFTA),0
3884,who is running for president as person in the left of the image who will protect us?,2,2,Hillary,1
3885,who did president ocio endorse for president in 2016 against person in the left of the image?,2,2,Hillary Clinton,1
3886,when did person in the center of the image say the us was behind the coup?,1,1,16-Jul,1
3887,who told person in the left of the image that nato may join the united states-led coalition against islam?,2,2,Secretary of Defense Ash Carter,1
3888,who is speaking to man with the black suit in the image at the peace talks?,1,1,"Elian Mous'ad, second right,",1
3889,who is the president of argentina that has person with the black suit in the image in europe?,3,3,Temer,1
3890,what does woman in the center of the image want to do as president of brazil?,0,3,take a more active role in South American politics.,0
3891,what is the charge against person in the image in paris?,2,0,"arson, assault, and grand theft",0
3892,what is the charge against man in the image in paris?,3,1,solicitation,0
3893,what is the charge against man in the image in paris?,0,3,"assault, battery, and kidnaping",0
3894,when did man in the image go on the run in france?,1,3,December,0
3895,who is the lawyer for person in the image in france?,3,0,Garner,0
3896,who is the lawyer for person in the image in brussels?,0,1,Burton,0
3897,who is the lawyer for person in the image?,1,2,Derton,0
3898,who is person in the image of the republic of syria?,2,1,"Syria's President Bashar al-Assad speaks to Spanish newspaper El Mundo in Damascus, Feb. 20, 2016.",0
3899,why is woman in the image not allowed to play football in afghanistan?,1,3,The conservative nature of Afghan culture which discourages women from playing football.,0
3900,why person in the image has to leave afghanistan for good?,2,0,"for personal reasons, such as family or business obligations.",0
3901,who did howe play for as person in the left of the image?,3,3,Detroit Red Wings,1
3902,who said person in the left of the image was the greatest hockey player ever?,2,1,Gordie Howe,0
3903,who is running against man in the image in the 2016 presidential election?,3,1,Donald Trump,0
3904,who is running for president in 2016 with person in the image as his running mate?,2,2,Republican presidential nominee Donald Trump,1
3905,who is running against man in the image in the 2016 presidential election?,0,3,Donald Trump,0
3906,when did man in the image start talking about clinton's emails?,3,3,the second presidential debate,1
3907,who is running against man in the image in the 2016 presidential election?,1,2,Donald Trump,0
3908,when does ukraine get visa-free access to person with the black suit in the image?,2,2,by the end of the year,1
3909,where was person in the image of the philippines when the prison riot happened?,0,1,Davi,0
3910,who is man in the right of the image who worked with trump on the campaign?,2,3,David Ploof,0
3911,who is person in the left of the image who is speaking at the no fly-no buy rally?,2,0,"The Rev. Sharon Risher, a clinical trauma chaplain in Charleston who lost her mother, Ethel Lance, in the racially motivated shooting at the historic Emanuel AME Church in Dallas, N.C., in 2015.",0
3912,who is the director of person in the image in sierra leone?,1,1,Charlie Haffner,1
3913,when did muhammad ali become world man in the left of the image?,0,2,1965,0
3914,where did the boxer miss person in the left of the image grow up?,1,1,"Louisville, Kentucky",1
3915,when did person in the left of the image become muhammad ali?,3,0,2-Feb-64,0
3916,where did man in the left of the image grow up in the boxing ring?,3,0,"Louisville, Alabama",0
3917,who did woman with the black dress in the image of state meet with in Geneva on friday?,1,1,Sergei Lavrov,1
3918,who is person with the black suit in the image of russia in syria?,0,3,Leonid Brezhnev,0
3919,who was the foreign minister when kerry met with person in the right of the image in Geneva?,0,1,Anatoly Lavrov,0
3920,who is the opposition leader in uganda who is running for man in the left of the image?,3,1,Kizze Besiyge,0
3921,who is running against woman in the image in the presidential election?,3,0,James Chu,0
3922,who is the leader of the european union man with the black coat in the image represents?,3,0,Greece,0
3923,why do person in the right of the image say person in the right of the image go home?,2,1,The Muslim community is not losing its ability to police itself.,0
3924,what is the purpose of person in the bottom of the image of turkey after the failed coup?,3,3,strengthen his presidential powers,1
3925,what is the charge against man in the left of the image and can dundar?,1,2,money laundering,0
3926,who is being tried for the assassination of person in the left of the image in turkey?,3,0,Cumhuriyet reporter Erdem Gul,0
3927,what is the name of the group of woman with the purple jacket in the image in cuba?,0,0,"Ladies in White, a women's dissident group that calls for the release of political prisoners",1
3928,what percent of cuban citizens approve of person in the right of the image obero?,2,3,Ninety percent,0
3929,who is accused of human rights abuses by man in the bottom of the image of the un?,2,2,Eritrean government,1
3930,person in the bottom of the image were interviewed by the un human rights council in 2016?,0,2,803,0
3931,who is running for president with person in the image?,0,1,Hillary Clinton,0
3932,who's running for president with person in the image and republican?,3,2,Hillary Clinton,0
3933,when did person with the yellow dress in the image lift the weapons ban in vietnam?,2,0,21-May-16,0
3934,when did person with the yellow dress in the image lift the arms embargo in vietnam?,2,3,21-May-16,0
3935,who is the person that sold person in the left of the image in the philippines?,1,1,President-elect Rodrigo Duterte.,1
3936,who is the person that sold person in the left of the image?,0,0,President-elect Rodrigo Duterte.,1
3937,what is the name of the t-shirts of woman in the left of the image?,1,1,Victory,1
3938,where did person in the right of the image and donald trump debate?,0,0,Hofstra University in Hempstead,1
3939,where did person in the right of the image and donald trump debate?,2,0,Trump University,0
3940,where did haley clinton and person in the right of the image debate?,3,3,"Hofstra University in Hempstead, N.Y.",1
3941,where did the debate between person in the right of the image and trump take place?,3,3,Hofstra University,1
3942,who won the debate between person in the right of the image and trump?,3,1,"Republican presidential candidate John McCain speaks in the spin room after the presidential debate between McCain and Democratic presidential candidate Hillary Clinton at Hofstra University, Sept. 26, 2016, in Hempstead, N.y.",0
3943,when was the last time woman in the right of the image and trump were in a debate?,0,2,"November 26, 2016",0
3944,who is running for president in the united states with man in the right of the image?,1,3,Hillary Clinton,0
3945,who is running against man in the right of the image for president in 2016?,3,1,John C. Calhoun,0
3946,who is backing man in the left of the image for president in iowa?,2,3,Joe the Plumber ,0
3947,who is running for president in iowa with person in the left of the image from texas?,0,0,Ted Cruz,1
3948,who is backing man with the glasses in the image in iowa caucus?,3,3,Sarah Palin,1
3949,who is running behind man in the left of the image in iowa?,2,3,Ted Cruz,0
3950,where did ted man in the left of the image in new hampshire?,0,2,The Dump,0
3951,who is trying to stop the nomination of person in the left of the image?,3,2,liberal groups,0
3952,who signed person in the left of the image to the first gramophone record?,0,2,George Harrison,0
3953,who signed person in the left of the image to the jingle hello little girl?,1,2,Ringo Starr,0
3954,when did the beatles record hello little girl before signing with man in the left of the image?,2,0,1964,0
3955,who signed the beatles before they were man in the left of the image?,1,3,Paul McCartney,0
3956,who is person in the left of the image running for president who is not running against trump?,0,0,Marco Rubio,1
3957,who does person in the left of the image for the head of the spy agency?,2,0,NSA director,0
3958,who is running for national security adviser in person in the left of the image?,0,3,Gen. James Mattis,0
3959,who is going to be the next attorney general under man in the left of the image?,1,0,Mike Sessions,0
3960,who is going to be the next attorney general for man in the left of the image?,1,3,Mike Sessions,0
3961,when did man in the left of the image become president of the united states?,1,3,"28, 2019",0
3962,when do person in the left of the image nominate his cabinet members?,2,3,Judicial branch confirmation hearings,0
3963,when do man in the left of the image go to the senate?,3,2,Judicial branch confirmation hearings,0
3964,why did trump nominate person in the left of the image for attorney general?,3,0,hate for immigrants,0
3965,when do man in the left of the image and flynn go to the senate?,3,2,House confirmation hearings,0
3967,who is man with the black suit in the image running for president in 2016?,1,2,the former president,0
3968,who did man with the black suit in the image for in 2012?,2,3,former President Bill Clinton,0
3969,when did man with the black suit in the image become a policy adviser to george bush?,3,2,2003,0
3970,who is advocating for a better life for man in the left of the image in new york?,3,3,"Hulbert's co-founder, Victor Ortega",1
3971,who is running against person in the left of the image in the new york primary?,0,0,Vermont Senator Bernie Sanders,1
3972,what percentage of person in the left of the image are latino?,3,1,25 percent,0
3973,where did police shoot at person in the center of the image in uganda?,0,3,Hoima district,0
3974,why did the tennessee raiders cut ties with man in the center of the image?,3,3,"because Johnny needs to focus on personal growth, the next phase of his career and because LRMR continues to expand beyond marketing",1
3975,what does person in the left of the image say about the resolution passed by the u.n. security council?,3,3,"a ""victory for terror, hatred and violence",1
3976,what happened to the man who criticized man in the image?,2,0,"social media microblog portals such as Weibo.com and t.qq.com to close Ren Zhiqiang’s accounts, accusing him of ‚Äúspreading illegal content.‚Äù",0
3977,who is person in the image in munich germany?,0,2,Bernd Schuster,0
3978,who was the leader of hong kong when person in the image met with him?,3,0,Communist Party leader,0
3979,who was meeting with man in the image zhiqing in hong kong?,0,1,Communist Party leader,0
3980,who met with person in the image in china?,1,2,pan-democrats and Jones,0
3981,what is the importance of the election of person in the image in africa?,0,1,a necessary evil,0
3982,how much money does the u.n. give to help man in the left of the image in lebanon?,1,0,A little less than what is required.,0
3983,who is woman in the right of the image of south sudan?,1,0,Salva Kiir,0
3984,who is the vice president of south sudan under woman in the right of the image?,2,0,"First Vice President Yoweri Museveni, left, and Vice President James Wani Igga, right",0
3985,what kind of seals are in woman in the center of the image and andy's video?,3,3,grey and harbor seals,1
3986,what is the name of the cinema in nabatieh that attracted woman in the center of the image and media alike?,0,0,Stars Cinema,1
3987,where was the body of person in the right of the image found?,0,3,Rome,0
3988,who is woman in the right of the image of the giulio regeni?,2,2,Paola,1
3990,when is the next election for person in the right of the image in africa?,2,1,mid 2018,0
3991,what is the movie cafe society by person with the white jacket in the image about?,2,1,"a young man who arrives in Hollywood during the 1940s hoping to work in the film industry, falls in love, and finds himself swept up in the cafe society that defined the spirit of the age.",0
3992,where do person with the black dress in the image go to college for the presidential election?,2,2,Hofstra University,1
3993,where did the students who voted for person in the right of the image live?,3,1,Freshman dormitories,0
3994,how many russian soldiers do person in the center of the image have in ww2?,3,2,less than 200,0
3995,who does man in the center of the image in the 2016 presidential election?,0,0,Democratic presidential nominee Hillary Clinton,1
3996,what is the current lead between man with the white suit in the image and donald trump?,0,1,"43 percent to 36, similar to her 46-39 lead in mid-June.",0
3997,what is the current lead between man with the white suit in the image and trump?,1,2,51 percent to 36,0
3998,what is the current lead between person with the white suit in the image and trump?,1,2,49 percent to 33,0
3999,what is the lead between person in the center of the image and trump in national polls?,0,2,16 percent to 69,0
4000,how much support does man with the white suit in the image have in the presidential race?,2,3,evenly split at 50 percent,0
4001,which country has been most interested in cuba since the death of person with the black suit in the image?,3,1,Russia,0
4002,who took power after man with the glasses in the image died in cuba?,3,3,Raul,1
4003,who killed person in the right of the image to turkey in turkey?,0,0,Mevlut Mert AltintAS,1
4004,who killed person in the right of the image to turkey in turkey?,3,3,Mevlut Mert AltintAS,1
4005,where was man in the right of the image who shot up the embassy?,0,2,near the entrance of the Turkish Embassy in Washington D.C.,0
4006,what is the meaning of woman in the right of the image beatified priest?,2,2,'A good humble man',1
4007,person in the left of the image said journalists should not write negative articles about?,3,3,Petro Poroshenko,1
4008,who did woman in the center of the image in Geneva in 2016?,3,3,Adel al-Jubeir,1
4009,who is person in the center of the image of saudi arabia?,1,2,Abdullah al-Jubeir,0
4010,who was man in the bottom of the image of argentina when the military coup happened?,3,0,"Argentina's new president, Horacio Cartes",0
4011,who did person in the bottom of the image meet in argentina?,1,3,Raul Gomez,0
4012,who was president when man in the bottom of the image was in argentina?,3,2,"Argentina's new president, Cristina Fern√°ndez de Kirchner",0
4013,where do man in the center of the image cross the border into turkey?,0,2,"Bab al-Kanisiyyah in Antakya, Hatay province",0
4014,who is running against woman with the black suit in the image in florida?,2,1,Ted Canova,0
4015,what does person with the black suit in the image say the democrats are all about?,1,1,running around to rich people's homes and raising obscene sums of money from wealthy people,1
4016,who poisoned person with the black suit in the image in the polonium affair?,2,3,"Valery Morozov, the one Russian former KGB agent Litvinenko met for tea.",0
4017,who is the general who called person with the sunglasses in the image yoweri museveni a dictator?,2,2,David Sejusa,1
4018,who called president yoweri museveni person with the glasses in the image?,1,1,David Sejusa,1
4019,when was man with the glasses in the image arrested in uganda?,1,2,Saturday,0
4020,when was person in the center of the image arrested in uganda?,3,3,Sunday,1
4021,who is man with the glasses in the image of chic in the rock and roll hall of fame?,1,3,Jones,0
4022,when is the next statement from person in the image on malaysia's missing plane?,1,2,8-Jun,0
4023,who is the doctor that person in the right of the image contacted about his addiction?,2,1,Smith,0
4024,what is the investigation into the death of prince by dr. person in the right of the image?,2,0,whether a doctor was prescribing him drugs in the hours before his death,0
4025,what drug was given to prince by dr. person in the right of the image?,3,1,Norfloxacin,0
4026,who was interviewed by woman in the right of the image about prince's health?,3,0,Stephanie Johnson,0
4027,who did person in the right of the image at paisley park?,3,2,David Johnson,0
4028,who is person in the right of the image for prince in hydeville?,2,3,Stephanie Johnson,0
4029,who told woman in the right of the image that prince had an illness?,2,3,Stephanie Johnson,0
4030,who told woman in the right of the image that prince had an illness in 2015?,3,1,Stephanie Johnson,0
4031,what was given to woman in the right of the image on the plane crash?,2,2,Narcan,1
4032,what agency is sending person in the center of the image to the island of lesbos?,3,0,Fronter,0
4033,what does it mean to get off the list of woman in the right of the image?,2,0,remaining on this so-called list of shame acts,0
4034,who is man in the right of the image in the united states?,2,2,Hillary Clinton,1
4035,who is running for senate from california with man in the right of the image?,1,3,Nancy Harris,0
4036,who is running for us senator with person in the right of the image?,3,3,U.S. Rep. Loretta Sanchez,1
4037,who is running for person in the center of the image from california?,1,3,Alexandria Ocasio-Cortez,0
4038,when is the election for senator between man with the black jacket in the image and sanchez?,0,3,March,0
4039,when is the election for senator between man with the black jacket in the image and sanchez?,1,0,June,0
4040,who is running for president with woman in the right of the image?,3,1,Republican presidential candidate Hillary Clinton,0
4041,where is woman with the white coat in the image campaigning for president in 2016?,3,1,"Reed's Coffee and Tea House in Los Angeles, California",0
4042,who is running for president in 2016 as woman in the right of the image for president?,3,2,Independent presidential candidate Hillary Clinton.,0
4043,who is running against person with the white coat in the image in the presidential election?,1,0,Hilary Clinton,0
4044,who is running for president in 2016 with person with the white coat in the image?,2,2,Democratic presidential candidate Hillary Clinton.,1
4045,when did ted person in the image drop out of the presidential race?,0,0,20-Jul-16,1
4046,where did the booing of woman in the image come from?,3,1,The state of Texas,0
4047,what was the meeting between man in the image of state and foreign minister?,3,0,"Adel al-Jubeir (R) and U.S. Secretary of State John Kerry speak to members of the media after attending the Gulf Cooperation Council meeting at King Fahd Stadium in Riyadh, Saudi Arabia.",0
4048,when did person with the black suit in the image become the education minister of russia?,0,1,21-Aug,0
4049,why is the soviet union fighting for person in the left of the image in russia?,1,0,the lack of social support for Central Asian immigrants in Liechtenstein,0
4050,why did person with the red jacket in the image go to antarctica in 2016?,3,1,to take advantage of the pristine environment,0
4051,where do man in the right of the image provide water to refugees from fallujah?,3,2,Anbar displacement camp,0
4052,who was president when person in the center of the image was secretary of state?,0,3,Bill Clinton,0
4053,who did person with the red shirt in the image defend during the affair?,3,1,Hillary Clinton,0
4054,who did man with the red coat in the image defend during the affair?,1,1,Monica Lewinsky,1
4055,when did man in the center of the image become president of the united states?,2,0,"Jan. 20, 2001",0
4056,what is the difference between man in the center of the image and obama?,3,3,their approaches to Congress,1
4057,who was the president when person in the center of the image was the first lady?,3,3,President Bill Clinton,1
4058,name of man in the center of the image on national geographic cover?,1,2,Ahmed Gulla,0
4059,who is person in the center of the image on national geographic?,2,0,Lila Ghafoor,0
4060,who decides who does person in the right of the image run for president?,2,2,American voters,1
4061,who nudge bernie sanders to run for president as person in the right of the image?,3,0,Cory Booker,0
4062,who decides if man in the right of the image is running for president in 2016?,2,2,American voters,1
4063,what is the difference between person in the right of the image and trump?,2,0,"If she wants to be seen as a transformative 21st-century leader, ""to be a lot better than Donald Trump and blow him away and not just barely beat him or not lose to him, you have got to be more like that tough, cunning, proud person that you were in Arkansas.""",0
4064,who said person in the right of the image is not a natural politician?,0,0,Barack Obama,1
4065,why did man in the right of the image in the 1990s?,2,2,the revelation of her husband's infidelities,1
4066,who pushed bernie sanders to challenge person in the right of the image for the presidency?,2,0,Pete Buttigieg,0
4067,who decides who does man in the right of the image run for president?,1,1,American voters,1
4068,who is running for president with man in the right of the image?,3,1,Bill Clinton,0
4069,what does person in the right of the image of the united states do for a living?,0,0,U.S. Senator and Secretary of State.,1
4070,who said haley clinton is man in the right of the image?,2,3,Chelsea Clinton,0
4071,who is person in the image of china in the wake of the presidential election?,1,3,Shen,0
4072,what was the economic miracle under man in the image?,2,0,years of strong growth,0
4073,who is the leader of china under person in the image zhou?,0,0,Xi,1
4074,who is person in the center of the image of the three booksellers in hong kong?,1,0,Wong King-tat,0
4075,what is man in the center of the image yang about?,2,2,unknown life of Xi.,1
4076,who is man in the image of the northern part of syria?,2,2,Syrian President Bashar al-Assad,1
4077,who founded the shuddhashar award in memory of man in the right of the image?,0,2,Shyamal Dutta,0
4078,what is the difference between person in the image and donald trump?,2,2,"Donald Trump unleashed a scathing attack on Hillary Clinton Wednesday, saying his Democratic opponent ""may be the most corrupt person ever"" to seek the U.S. presidency, while Clinton responded in equal measure, calling his charges ""outlandish lies",1
4079,who is calling person in the image the most corrupt person ever?,1,0,Hillary Clinton,0
4080,what happened to person in the right of the image in delhi court?,3,3,"lawyer, center, who spoke to the media supporting student leader Kanhaiya Kumar, is beaten up by other lawyers outside a Delhi court, in New Delhi, India, Feb. 17, 2016.",1
4081,who has been arrested for sedition by police in delhi in the name of person in the right of the image?,3,1,Harvard University professor,0
4082,where did the arrest of man in the right of the image take place?,1,0,Jammu and Kashmir,0
4083,who gave the land for the national monument in maine that was named after person in the image?,2,2,Roxanne Quimby,1
4084,who gave the land for the katahdin national monument to person in the image?,3,3,Roxanne Quimby,1
4085,where did the protesters against person in the left of the image gather?,0,3,inside the White House  in opposition to President-elect Donald Trump,0
4086,when person in the left of the image become president of the united states?,3,3,"Nov. 9, 2016",1
4087,where did the protests against person with the black suit in the image take place?,3,0,inside the White House  in opposition to President-elect Donald Trump,0
4088,who won the presidential election against woman in the left of the image?,1,2,Donald Trump,0
4089,who is running against person with the black suit in the image for president?,2,2,Bernie Sanders,1
4090,who did bernie sanders debate before man with the black suit in the image?,2,2,former Secretary of State Hillary Clinton,1
4091,what is the priority for person in the left of the image?,0,0,campaign finance reform,1
4092,who did person with the black suit in the image of state clinton debate in new hampshire?,3,3,Vermont Senator Bernie Sanders,1
4093,where did bernie sanders and man with the black suit in the image debate?,1,1,University of New Hampshire in Durham,1
4094,where is the first debate between person in the left of the image and secretary of state held?,2,2,New Hampshire,1
4095,where did man in the left of the image and haley clinton debate?,1,3,University of North Carolina in Chapel Hill,0
4096,who is running for president with person with the black suit in the image?,0,2,Bernie Sanders,0
4097,where is the first debate between person in the left of the image and secretary of state?,2,2,University of New Hampshire in Durham,1
4098,who is going to be the defense secretary under woman in the center of the image?,0,1,retired Air Force General James Mattis,0
4099,person in the center of the image last year?,2,3,"New York, New York ",0
4100,when does russia start to test woman in the center of the image in the u.s.?,0,3,In the months leading up to Trump's inauguration,0
4101,where is the democratic nomination race between man in the right of the image and clinton?,3,3,Wisconsin,1
4102,how many delegates are there between man in the right of the image and clinton?,2,2,"1,234 and Sanders trailing with 956",1
4103,how many super delegates does clinton have compared to man in the right of the image?,0,1,"1,703, roughly 70 percent of the 2,016 needed to secure the Democratic nomination",0
4104,who's running person with the black jacket in the image in wisconsin?,0,1,Donald Trump,0
4105,who's running against woman with the black coat in the image in the wisconsin primary?,2,0,Lisa Baldwin,0
4106,who is supporting person with the black coat in the image in the wisconsin primary?,1,0,Mike Pence,0
4107,where is person in the image suing over the bathroom bill?,2,3,Oregon,0
4108,who participated in the march on pristina with person in the image. and british ambassadors?,3,0,Montenegrin president Filip Vujanoviƒá,0
4109,who is working with person in the right of the image on the zika project?,1,3,The Conselho Nacional de Combate a Dengue,0
4110,when do trump and woman in the left of the image meet in new york?,1,1,Sunday,1
4111,who is woman with the black suit in the image in the middle east?,2,2,Benjamin Netanyahu,1
4112,who was the reporter killed in the explosion that killed person in the right of the image?,2,3,Al Jazeera,0
4113,what is the main demand of person in the right of the image in ethiopia?,0,1,"greater access to social services, improved infrastructure and more jobs",0
4114,who's running for president with person in the right of the image?,1,1,"Bill and Chelsea Clinton, Hillary Clinton's husband and daughter",1
4115,where did person in the bottom of the image protest in chile on june 15 2016?,0,1,Valdivia city,0
4116,who is person in the top of the image in the german truck attack?,1,3,Ana Navarro,0
4117,where did person in the top of the image live?,3,2,"Tunis, Tunisia",0
4118,who gave the money to bangko sentral ng pilipinas in man in the center of the image of the cyber heist case?,1,1,Kam Sin Wong,1
4119,who returned the money of person in the center of the image of the international cybercrime committee of the philippines?,2,1,Lam Sin Wong,0
4120,who is woman in the center of the image of defense in saudi arabia?,1,0,"Second Deputy Prime Minister and Minister of Defense Mohammed bin Salman as Carter arrives for the Gulf Cooperation Council Defense Ministerial in Riyadh, Saudi Arabia",0
4121,who is concerned about the rise of the islamic state in man in the right of the image?,2,1,ISI,0
4122,after the arab spring what percentage of person in the right of the image feels better?,3,3,36 percent,1
4123,what is the percentage of person in the right of the image that is better off after the revolution?,1,1,36 percent,1
4124,after person in the right of the image what percentage of the world's population feels better?,3,3,36 percent,1
4125,what is the percentage of person in the right of the image that is positive about the current situation?,0,1,38 percent,0
4126,what percent of person in the right of the image said the arab world is better off after the revolution?,3,0,38 percent,0
4127,who is man in the right of the image of lebanon?,0,1,"Current Prime Minister of Lebanon, Saad Hariri",0
4128,who was running against man in the right of the image for the presidency of lebanon?,1,1,Samir Geagea,1
4129,who was the last person to be brought to person in the right of the image in turkey?,0,3,Yakko Sinbag,0
4130,who is the leader of person with the glasses in the image in cyprus?,2,1,Abdullah √ñcalan,0
4131,why are we sending woman with the black suit in the image of state to japan?,0,0,showcase the power of reconciliation that has turned former adversaries into the closest of allies,1
4132,when does person with the black suit in the image come to hawaii for the holidays?,2,2,December 26 and 27,1
4133,who is the leader of the hong kong protesters who ousted man with the black dress in the image on sunday night?,3,1,Wong Tong,0
4134,who is the leader of person in the left of the image of protests in hong kong?,3,3,Joshua Wong,1
4135,where is person in the image going to meet with leaders of israel and palestine?,2,2,Paris,1
4136,where is man in the image going to meet with the leader of israel?,2,1,Rome,0
4137,who gave the list to person in the right of the image of cuba?,2,2,Barack Obama,1
4138,when did the usa start talking to cuba again under person in the right of the image?,2,3,22-Mar-17,0
