index,qid,question,origanswer,generatedanswer,generatedanswers
238,2204,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make redneck egg rolls. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,['d. II-I-IV-III']
239,2205,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make masala chai indian spice tea. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,d. II-I-IV-III,['d. II-I-IV-III']
240,2206,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make homemade nutella. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,c. II-III-I-IV,['c. II-III-I-IV']
241,2207,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make apple chocolate and peanut butter snack. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,c. II-III-I-IV,['c. II-III-I-IV']
242,2208,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make halloween treat. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,c. II-III-I-IV,['c. II-III-I-IV']
243,2209,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make pudding chan. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,['d. II-I-IV-III']
244,2210,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make coconut brownies. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,['d. II-I-IV-III']
245,2211,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make camping pizza. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",b,d. II-I-IV-III,['d. II-I-IV-III']
246,2212,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make purple punch. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,The correct order of steps is b. I-IV-III-II.,['The correct order of steps is b. I-IV-III-II.']
247,2213,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make mouthwatering baked chicken. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",a,d. II-I-IV-III,['d. II-I-IV-III']
248,2214,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make pepperoni pizza dip. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,The correct answer is d. II-I-IV-III.,['The correct answer is d. II-I-IV-III.']
249,2215,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make edible succulent terrarium cupcakes. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,['d. II-I-IV-III']
250,2216,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make gluten free cornbread. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",c,c. II-III-I-IV,['c. II-III-I-IV']
251,2217,"Question: 
Answer Choices are: 
a. I-II-IV-III
b. I-IV-III-II
c. II-III-I-IV
d. II-I-IV-III
Choose the correct order of steps I-IV  in order to make peanut chutney. Left image is denoted by [0] and right image is denoted by [1].
Specify the correct answer by choosing one of a, b, c, or d: 
",d,d. II-I-IV-III,['d. II-I-IV-III']
