index,filenumber,qid,question,origanswer,generatedanswer,correctness
21805,11,2459122,"Question: 
Answer Choices are: 
a. [6, 1, 0, 8, 2, 7, 5, 9, 3, 4]
b. [0, 7, 4, 8, 6, 5, 1, 9, 2, 3]
c. [7, 3, 6, 5, 9, 4, 8, 2, 1, 0]
d. [8, 3, 2, 7, 6, 9, 0, 5, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [7, 3, 6, 5, 9, 4, 8, 2, 1, 0]",0
21806,11,2459291,"Question: 
Answer Choices are: 
a. [8, 2, 3, 4, 5, 0, 3, 6, 1]
b. [3, 5, 3, 8, 1, 0, 4, 6, 2]
c. [6, 5, 4, 3, 1, 2, 8, 3, 0]
d. [3, 4, 6, 5, 0, 8, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events is d.,1
21807,11,245936,"Question: 
Answer Choices are: 
a. [1, 4, 0, 3, 5, 2]
b. [2, 4, 0, 1, 5, 3]
c. [3, 0, 5, 2, 4, 1]
d. [3, 5, 0, 4, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is b. [2, 4, 0, 1, 5, 3]",0
21808,11,2460281,"Question: 
Answer Choices are: 
a. [0, 2, 3, 1]
b. [3, 0, 1, 2]
c. [0, 2, 1, 3]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
21809,11,2460358,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1]
b. [0, 2, 3, 1]
c. [1, 3, 2, 0]
d. [2, 1, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 1, 3, 0]",0
21810,11,2460528,"Question: 
Answer Choices are: 
a. [2, 3, 0, 5, 1, 4]
b. [3, 1, 2, 0, 4, 5]
c. [0, 5, 3, 4, 1, 2]
d. [0, 1, 3, 4, 5, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 1, 3, 4, 5, 2]",0
21811,11,2460569,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [1, 3, 2, 0]
c. [1, 2, 3, 0]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 1, 0, 3]",0
21812,11,2460882,"Question: 
Answer Choices are: 
a. [0, 4, 1, 2, 3]
b. [2, 0, 3, 1, 4]
c. [3, 2, 1, 0, 4]
d. [4, 0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [4, 0, 2, 3, 1]",0
21813,11,2461244,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [3, 0, 2, 1]
c. [1, 2, 3, 0]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [1, 2, 3, 0]",1
21814,11,246133,"Question: 
Answer Choices are: 
a. [0, 1, 5, 4, 6, 3, 2]
b. [4, 3, 2, 1, 6, 5, 0]
c. [2, 0, 6, 4, 1, 3, 5]
d. [5, 6, 1, 2, 0, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [5, 6, 1, 2, 0, 4, 3]",0
21815,11,24613,"Question: 
Answer Choices are: 
a. [1, 5, 3, 0, 2, 2]
b. [2, 1, 3, 5, 0, 2]
c. [5, 0, 2, 1, 2, 3]
d. [1, 2, 2, 3, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 2, 2, 3, 5, 0]",0
21816,11,24621,"Question: 
Answer Choices are: 
a. [7, 4, 1, 5, 6, 0, 3, 2]
b. [2, 4, 3, 1, 0, 5, 6, 7]
c. [0, 7, 3, 1, 6, 2, 5, 4]
d. [0, 5, 7, 4, 1, 3, 2, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 5, 7, 4, 1, 3, 2, 6]",0
21817,11,246329,"Question: 
Answer Choices are: 
a. [3, 0, 5, 2, 4, 1]
b. [4, 3, 1, 2, 0, 5]
c. [4, 5, 0, 1, 2, 3]
d. [3, 4, 5, 2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 4, 5, 2, 0, 1]",1
21818,11,2463644,"Question: 
Answer Choices are: 
a. [4, 5, 8, 2, 6, 0, 7, 3, 1]
b. [7, 2, 8, 6, 0, 1, 4, 3, 5]
c. [3, 6, 4, 8, 0, 2, 1, 5, 7]
d. [6, 2, 0, 3, 7, 5, 4, 1, 8]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [3, 6, 4, 8, 0, 2, 1, 5, 7]",0
21819,11,2463787,"Question: 
Answer Choices are: 
a. [2, 4, 0, 3, 1]
b. [1, 3, 0, 2, 4]
c. [0, 1, 3, 4, 2]
d. [1, 2, 3, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
21820,11,2463805,"Question: 
Answer Choices are: 
a. [1, 6, 4, 5, 3, 2, 0]
b. [5, 1, 3, 0, 2, 4, 6]
c. [3, 5, 2, 4, 0, 6, 1]
d. [6, 4, 2, 3, 5, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
21821,11,2463911,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [0, 3, 1, 2]
c. [0, 2, 1, 3]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [3, 2, 1, 0]",0
21822,11,2463912,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0]
b. [3, 1, 2, 0]
c. [0, 2, 1, 3]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [0, 2, 1, 3]",0
21823,11,2463982,"Question: 
Answer Choices are: 
a. [0, 2, 3, 1]
b. [2, 1, 0, 3]
c. [1, 2, 3, 0]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,None of the answer choices are correct.,0
21824,11,2464043,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0, 4]
b. [3, 2, 0, 4, 1]
c. [4, 3, 2, 1, 0]
d. [3, 0, 1, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [2, 1, 3, 0, 4].",0
21825,11,2464170,"Question: 
Answer Choices are: 
a. [0, 4, 2, 3, 1]
b. [2, 3, 0, 1, 4]
c. [4, 3, 0, 1, 2]
d. [3, 4, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is d.,0
21826,11,2464297,"Question: 
Answer Choices are: 
a. [2, 3, 1, 0]
b. [1, 3, 2, 0]
c. [3, 0, 2, 1]
d. [3, 2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [3, 0, 2, 1]",0
21827,11,2464427,"Question: 
Answer Choices are: 
a. [4, 6, 2, 5, 3, 0, 1]
b. [2, 3, 0, 4, 5, 6, 1]
c. [1, 2, 5, 4, 3, 0, 6]
d. [1, 3, 5, 0, 4, 2, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
21828,11,2464574,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [1, 2, 0]
c. [1, 0, 2]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. The order of events in the passage is [0, 1, 2].",0
21829,11,2464636,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [2, 0, 1, 3]
c. [1, 3, 0, 2]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
21830,11,2464811,"Question: 
Answer Choices are: 
a. [4, 5, 2, 0, 3, 1]
b. [2, 5, 4, 3, 1, 0]
c. [4, 5, 1, 2, 3, 0]
d. [2, 4, 3, 5, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 4, 3, 5, 0, 1]",0
21831,11,2464880,"Question: 
Answer Choices are: 
a. [3, 1, 0, 2, 4, 5]
b. [5, 2, 0, 3, 4, 1]
c. [4, 1, 2, 5, 3, 0]
d. [1, 0, 4, 3, 2, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,c,0
21832,11,2464986,"Question: 
Answer Choices are: 
a. [5, 2, 3, 0, 6, 4, 1]
b. [6, 5, 2, 4, 0, 3, 1]
c. [5, 2, 4, 0, 1, 3, 6]
d. [2, 0, 4, 6, 1, 3, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is d.,1
21833,11,2465013,"Question: 
Answer Choices are: 
a. [5, 1, 6, 7, 4, 0, 3, 2]
b. [7, 3, 4, 0, 6, 1, 5, 2]
c. [0, 7, 4, 2, 6, 3, 1, 5]
d. [0, 5, 7, 2, 1, 3, 6, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 5, 7, 2, 1, 3, 6, 4]",1
21834,11,2465068,"Question: 
Answer Choices are: 
a. [4, 3, 1, 5, 0, 2]
b. [0, 2, 1, 4, 3, 5]
c. [5, 2, 3, 4, 1, 0]
d. [3, 5, 0, 1, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 5, 0, 1, 4, 2]",0
21835,11,2465090,"Question: 
Answer Choices are: 
a. [3, 6, 0, 5, 2, 7, 4, 1]
b. [6, 7, 5, 3, 2, 4, 0, 1]
c. [7, 4, 1, 6, 5, 2, 0, 3]
d. [5, 4, 0, 3, 1, 2, 7, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [5, 4, 0, 3, 1, 2, 7, 6]",1
21836,11,2465215,"Question: 
Answer Choices are: 
a. [2, 5, 1, 3, 0, 4]
b. [5, 3, 4, 1, 2, 0]
c. [2, 1, 4, 5, 0, 3]
d. [3, 2, 0, 5, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
21837,11,2465263,"Question: 
Answer Choices are: 
a. [0, 1]
b. [0, 1]
c. [0, 1]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
21838,11,2465369,"Question: 
Answer Choices are: 
a. [4, 3, 2, 1, 0, 5, 6]
b. [4, 1, 6, 3, 2, 5, 0]
c. [4, 5, 1, 0, 2, 3, 6]
d. [2, 3, 4, 0, 6, 5, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 3, 4, 0, 6, 5, 1]",0
21839,11,2465687,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1, 4]
b. [2, 1, 4, 3, 0]
c. [2, 4, 0, 3, 1]
d. [4, 1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
21840,11,2465796,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2, 4, 5]
b. [2, 3, 4, 1, 0, 5]
c. [2, 3, 5, 1, 0, 4]
d. [4, 2, 3, 5, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [4, 2, 3, 5, 0, 1]",0
21841,11,2465858,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0, 4]
b. [2, 1, 4, 3, 0]
c. [4, 2, 0, 1, 3]
d. [3, 2, 4, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 2, 4, 0, 1]",0
21842,11,2465,"Question: 
Answer Choices are: 
a. [2, 4, 3, 1, 0, 5]
b. [5, 2, 0, 1, 4, 3]
c. [4, 2, 1, 3, 5, 0]
d. [4, 0, 2, 1, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"a. [2, 4, 3, 1, 0, 5]",0
21843,11,246614,"Question: 
Answer Choices are: 
a. [2, 3, 0, 4, 1]
b. [3, 2, 1, 4, 0]
c. [1, 3, 4, 0, 2]
d. [0, 1, 3, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 1, 3, 2, 4]",1
21844,11,246630,"Question: 
Answer Choices are: 
a. [0, 3, 1, 4, 2]
b. [2, 1, 0, 4, 3]
c. [3, 4, 2, 0, 1]
d. [4, 2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [4, 2, 3, 1, 0]",0
21845,11,246644,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [0, 3, 1, 2]
c. [0, 1, 2, 3]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [0, 1, 2, 3]",0
21846,11,246650,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [1, 2, 0]
c. [0, 2, 1]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
21847,11,2467987,"Question: 
Answer Choices are: 
a. [3, 4, 1, 5, 2, 0]
b. [3, 1, 4, 0, 2, 5]
c. [1, 2, 4, 0, 3, 5]
d. [1, 3, 5, 0, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is c. [1, 2, 4, 0, 3, 5]",0
21848,11,246840,"Question: 
Answer Choices are: 
a. [0, 4, 5, 3, 2, 1]
b. [1, 0, 5, 2, 3, 4]
c. [5, 1, 3, 4, 2, 0]
d. [1, 3, 2, 4, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is d.,0
21849,11,24684,"Question: 
Answer Choices are: 
a. [4, 3, 1, 0, 2]
b. [1, 3, 0, 4, 2]
c. [1, 0, 3, 2, 4]
d. [3, 1, 4, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is c.,1
21850,11,246858,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [0, 1, 2]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is b.,0
21851,11,2468803,"Question: 
Answer Choices are: 
a. [0, 1]
b. [0, 1]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 0]",0
21852,11,2468991,"Question: 
Answer Choices are: 
a. [1, 0]
b. [1, 0]
c. [0, 1]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [1, 0]",1
21853,11,2469339,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [1, 3, 0, 2]
c. [3, 1, 0, 2]
d. [1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 0, 2, 3]",0
21854,11,2469567,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [1, 0, 2]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [1, 2, 0]",0
21855,11,2470304,"Question: 
Answer Choices are: 
a. [2, 1, 3, 4, 0]
b. [2, 3, 0, 1, 4]
c. [2, 4, 3, 0, 1]
d. [2, 4, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events in the passage is b.,0
21856,11,247044,"Question: 
Answer Choices are: 
a. [2, 4, 6, 1, 7, 0, 3, 5]
b. [5, 4, 7, 0, 3, 1, 2, 6]
c. [7, 0, 1, 3, 6, 2, 4, 5]
d. [3, 5, 7, 1, 0, 2, 6, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"a. [2, 4, 6, 1, 7, 0, 3, 5]",0
21857,11,2470696,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 0, 1]
c. [2, 0, 1]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 1, 0]",0
21858,11,2470774,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 1, 0]
c. [1, 0, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 2, 0]",0
21859,11,247085,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 1, 2]
c. [2, 1, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The answer is b. [0, 1, 2]",0
21860,11,247131,"Question: 
Answer Choices are: 
a. [2, 0, 4, 1, 3, 5]
b. [5, 2, 3, 4, 0, 1]
c. [0, 1, 2, 5, 3, 4]
d. [1, 4, 3, 5, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,c,1
21861,11,247138,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1]
b. [1, 3, 2, 0]
c. [3, 2, 0, 1]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [3, 2, 0, 1]",0
21862,11,2471904,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 0, 1]
c. [0, 1, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events in the passage is c.,0
21863,11,2472150,"Question: 
Answer Choices are: 
a. [2, 1, 0, 4, 3]
b. [0, 2, 3, 4, 1]
c. [1, 0, 2, 3, 4]
d. [4, 0, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is c.,0
21864,11,247223,"Question: 
Answer Choices are: 
a. [1, 6, 0, 4, 2, 5, 3]
b. [5, 2, 3, 6, 1, 0, 4]
c. [3, 4, 2, 6, 0, 5, 1]
d. [2, 6, 0, 5, 1, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [3, 4, 2, 6, 0, 5, 1]",1
21865,11,2472443,"Question: 
Answer Choices are: 
a. [0, 5, 0, 4, 2, 3]
b. [4, 0, 2, 3, 5, 0]
c. [2, 4, 0, 3, 5, 0]
d. [5, 4, 0, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
21866,11,2472631,"Question: 
Answer Choices are: 
a. [1, 2, 4, 3, 0]
b. [4, 2, 1, 0, 3]
c. [3, 1, 2, 0, 4]
d. [3, 2, 0, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 2, 0, 1, 4]",1
21867,11,2472759,"Question: 
Answer Choices are: 
a. [1, 5, 0, 3, 2, 4]
b. [0, 4, 1, 5, 2, 3]
c. [2, 1, 0, 5, 4, 3]
d. [4, 5, 0, 1, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The answer is c. [2, 1, 0, 5, 4, 3]",0
21868,11,2473024,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [3, 2, 0, 1]
c. [2, 3, 1, 0]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [2, 1, 0, 3].",0
21869,11,2473220,"Question: 
Answer Choices are: 
a. [0, 3, 2, 1]
b. [0, 2, 3, 1]
c. [1, 2, 0, 3]
d. [3, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is b. [0, 2, 3, 1].",0
21870,11,247322,"Question: 
Answer Choices are: 
a. [1, 2, 3, 0]
b. [0, 3, 2, 1]
c. [2, 3, 1, 0]
d. [1, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The answer is a. [1, 2, 3, 0]",0
21871,11,247376,"Question: 
Answer Choices are: 
a. [3, 5, 4, 8, 9, 0, 2, 6, 1, 7]
b. [2, 3, 6, 5, 8, 1, 9, 0, 7, 4]
c. [1, 2, 8, 6, 7, 9, 0, 3, 5, 4]
d. [0, 4, 6, 7, 3, 5, 8, 2, 9, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is: a. [3, 5, 4, 8, 9, 0, 2, 6, 1, 7]",0
21872,11,2474231,"Question: 
Answer Choices are: 
a. [5, 1, 3, 0, 4, 6, 2]
b. [1, 0, 2, 6, 4, 5, 3]
c. [1, 3, 0, 5, 4, 6, 2]
d. [0, 1, 4, 6, 5, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 1, 4, 6, 5, 2, 3]",1
21873,11,2474328,"Question: 
Answer Choices are: 
a. [2, 4, 1, 8, 7, 9, 6, 3, 0, 5]
b. [6, 8, 5, 2, 7, 3, 9, 4, 0, 1]
c. [3, 6, 9, 0, 1, 4, 7, 8, 5, 2]
d. [1, 8, 0, 6, 4, 5, 3, 9, 2, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is: a, b, c, d.",0
21874,11,2474331,"Question: 
Answer Choices are: 
a. [1, 0]
b. [1, 0]
c. [0, 1]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
21875,11,2474519,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [1, 2, 0]
c. [2, 0, 1]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 0, 1]",1
21876,11,2474,"Question: 
Answer Choices are: 
a. [6, 5, 3, 2, 4, 1, 0]
b. [0, 4, 3, 6, 5, 1, 2]
c. [1, 3, 5, 4, 2, 6, 0]
d. [4, 6, 1, 3, 0, 5, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
21877,11,2475054,"Question: 
Answer Choices are: 
a. [4, 3, 2, 5, 1, 7, 0, 6]
b. [4, 0, 2, 5, 1, 6, 7, 3]
c. [0, 1, 4, 5, 3, 2, 6, 7]
d. [7, 3, 5, 2, 0, 1, 6, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [0, 1, 4, 5, 3, 2, 6, 7]",0
21878,11,24752,"Question: 
Answer Choices are: 
a. [2, 4, 0, 3, 1]
b. [2, 3, 0, 1, 4]
c. [2, 3, 1, 4, 0]
d. [1, 0, 3, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
21879,11,2475553,"Question: 
Answer Choices are: 
a. [0, 2, 1, 4, 3]
b. [4, 3, 2, 1, 0]
c. [3, 2, 1, 0, 4]
d. [0, 4, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The answer is c [3, 2, 1, 0, 4]",0
21880,11,247561,"Question: 
Answer Choices are: 
a. [3, 4, 0, 1, 2]
b. [4, 2, 0, 3, 1]
c. [0, 1, 3, 4, 2]
d. [1, 4, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
21881,11,2475684,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [0, 2, 1]
c. [2, 1, 0]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is a. [1, 2, 0].",0
21882,11,2475806,"Question: 
Answer Choices are: 
a. [3, 4, 0, 2, 1, 5]
b. [5, 4, 0, 3, 2, 1]
c. [0, 5, 1, 3, 2, 4]
d. [2, 4, 0, 5, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order is a. [3, 4, 0, 2, 1, 5]",0
21883,11,2475842,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 0, 1]
c. [2, 0, 1]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"b. [2, 0, 1]",0
21884,11,247586,"Question: 
Answer Choices are: 
a. [3, 0, 4, 2, 1]
b. [2, 3, 0, 1, 4]
c. [2, 4, 3, 1, 0]
d. [0, 2, 1, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 2, 1, 4, 3]",0
21885,11,2476494,"Question: 
Answer Choices are: 
a. [7, 3, 1, 1, 1, 1, 14, 6, 4, 10, 0, 9, 1, 1, 1]
b. [1, 6, 1, 14, 4, 0, 1, 1, 7, 3, 10, 9, 1, 1, 1]
c. [10, 0, 1, 3, 1, 7, 1, 6, 1, 14, 1, 9, 1, 4, 1]
d. [1, 14, 1, 7, 3, 0, 1, 1, 10, 6, 1, 1, 4, 1, 9]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
21886,11,24764,"Question: 
Answer Choices are: 
a. [2, 1, 3, 4, 0]
b. [0, 2, 4, 1, 3]
c. [3, 4, 2, 1, 0]
d. [2, 4, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [2, 1, 3, 4, 0].",0
21887,11,2476706,"Question: 
Answer Choices are: 
a. [1, 0, 2, 5, 3, 4]
b. [5, 3, 0, 4, 1, 2]
c. [1, 0, 5, 3, 2, 4]
d. [5, 2, 1, 0, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The order of events in the passage is: 1, 0, 2, 5, 3, 4.",0
21888,11,2476762,"Question: 
Answer Choices are: 
a. [3, 1, 4, 2, 0]
b. [2, 1, 0, 3, 4]
c. [4, 1, 0, 2, 3]
d. [3, 0, 2, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [4, 1, 0, 2, 3]",1
21889,11,247728,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [2, 3, 0, 1]
c. [3, 0, 2, 1]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is d.,0
21890,11,2477723,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [1, 0, 2]
c. [0, 1, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 0, 1]",1
21891,11,2477727,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [0, 3, 1, 2]
c. [3, 2, 1, 0]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"b. [0, 3, 1, 2]",0
21892,11,2477750,"Question: 
Answer Choices are: 
a. [0, 4, 2, 3, 1]
b. [2, 3, 1, 4, 0]
c. [4, 0, 2, 3, 1]
d. [2, 0, 3, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 0, 3, 4, 1]",1
21893,11,247791,"Question: 
Answer Choices are: 
a. [2, 0, 5, 4, 1, 3]
b. [4, 1, 0, 5, 2, 3]
c. [0, 3, 4, 2, 1, 5]
d. [2, 0, 4, 1, 3, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
21894,11,2478159,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [1, 2, 0]
c. [2, 0, 1]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 2, 1]",0
21895,11,2478240,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [0, 2, 1]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [0, 2, 1]",1
21896,11,247847,"Question: 
Answer Choices are: 
a. [2, 3, 0, 4, 1, 5, 6]
b. [2, 3, 0, 1, 4, 6, 5]
c. [6, 4, 0, 2, 1, 5, 3]
d. [3, 2, 4, 5, 1, 0, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is b.,0
21897,11,24786,"Question: 
Answer Choices are: 
a. [3, 1, 0, 2]
b. [0, 1, 3, 2]
c. [2, 3, 0, 1]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [2, 3, 0, 1]",1
