qid,gt_ans,pred_ans_blip,correctness_blip
4105,Ted Cruz,Paul Ryan,0
4106,Scott Walker,Scott Walker,1
4107,North Carolina,South Carolina,0
4108,Kosovo's President Hashim Thaci,Albanian president Sali Berisha ,0
4109,the Fundacao Oswaldo Cruz,the Fundacao Oswaldo Cruz,1
4110,Sunday,Tuesday,0
4111,Benjamin Netanyahu,Saddam Hussein,0
4112,Aryana news television,CNN,0
4113,"increased political, economic and cultural rights","increased political, economic and cultural rights",1
4114,"Bill and Chelsea Clinton, Hillary Clinton's husband and daughter","Bill and Chelsea Clinton, Hillary Clinton's husband and daughter",1
4115,Valparaiso city,Valparaiso city,1
4116,Anis Amri,James Holmes,0
4117,"Oueslatia, Tunisia","Tunis, Tunisia",0
4118,Kam Sin Wong,Kim Sin Wong,0
4119,Kam Sin Wong,Jam Sin Jong,0
4120,"Deputy Crown Prince and Minister of Defense Mohammed bin Salman as Carter arrives for the Gulf Cooperation Council Defense Ministerial in Riyadh, Saudi Arabia","Crown Prince and Minister of Defense Mohammed bin Salman as Carter arrives for the Gulf Cooperation Council Defense Ministerial in Riyadh, Saudi Arabia",0
4121,ASDA'A Buron-Marsteller,ISI,0
4122,36 percent,33 percent,0
4123,36 percent,35 percent,0
4124,36 percent,36 percent,1
4125,36 percent,36 percent,1
4126,36 percent,38 percent,0
4127,former general Michel Aoun,former general Michel Aoun,1
4128,Samir Geagea,Saad Hariri,0
4129,Yakup Sinbag,Yakko Sinbag,0
4130,Mustafa Akinci,Mustafa Akinci,1
4131,showcase the power of reconciliation that has turned former adversaries into the closest of allies,economic strategy to secure valuable resources,0
4132,December 26 and 27,December 26 and 27,1
4133,Joshua Wong,Wong Tong,0
4134,Joshua Wong,Wong Tong,0
4135,Paris,Paris,1
4136,Paris,Rome,0
4137,Barack Obama,Barack Obama,1
4138,22-Mar-16,22-Mar-17,0
4139,Cuba Dissident Says He Gave Obama Political Prisoner List,Cuba Dissident Says He Gave Obama Restaurant List,0
4140,"that the other voices in Cuba, we, the ones that fight for democracy and freedom, are voices that have support and that we are legitimate voices in the political debate","that the other voices in Cuba, we, the ones that fight for democracy and freedom, are voices that have support and that we are legitimate voices in the political debate",1
4141,service dog,service dog,1
4142,U.S. Assistant Secretary of State for South and Central Asian Affairs Nisha Biswal,U.S. Assistant Secretary of State for South and Central Asian Affairs Nisha Biswal,1
4143,Tom Malinowski,Tim Malinowski,0
4144,Thorbjorn Jagland,Thorbjorn Jagland,1
4145,"Adams City High School in Commerce City, Colorado","Lincoln High School in Denver, Colorado",0
4146,"Adams City High School in Commerce City, Colorado","Lincoln High School in Denver, Colorado",0
4147,"at Adams City High School in Commerce City, Colorado","at Lincoln High School in Denver, Colorado",0
4148,"at Adams City High School in Commerce City, Colorado","at Lincoln High School in Denver, Colorado",0
4149,President Barack Obama,President Barack Obama,1
4150,President Barack Obama,President Barack Obama,1
4151,Merrick Garland,Clarence Thomas,0
4152,Snuny,Sney,0
4153,"no official government role, not even a seat in Parliament,",the Prime Minister of Britain.,0
4154,Marine Le Pen,Marine Le Pen,1
4155,Stephen Bannon,Tina Fey,0
4156,"a happy accident. He said he traveled from Florida to New York to congratulate his friends on the Trump team ‚Äî to take them out for a drink and dinner _ and mentioned that he'd like to congratulate Trump in person. The next thing he knew, Farage says, he was taking a golden elevator to the Trump Tower penthouse for an extended meeting with the president-elect.","a happy accident. He said he traveled from Florida to London to congratulate his friends on the Trump team ‚Äî to take them out for a drink _ and mentioned that he'd like to congratulate Trump in person. The next thing he knew, Farage says, he was taking a golden elevator to the Trump Tower penthouse for an extended meeting with the president-elect.",0
4157,South Vietnam,South Vietnam,1
4158,Abd ar-Rahman Mustafa al-Qaduli,Abu Bakr al-Baghdadi,0
4159,"U.S. forces have killed Abd ar-Rahman Mustafa al-Qaduli, an Islamic State finance minister also responsible for the terrorist group's external affairs","U.S. forces have killed Osama bin Laden, the mastermind behind the September 11 terrorist attacks.",0
4160,"U.S. forces have killed Abd ar-Rahman Mustafa al-Qaduli, an Islamic State finance minister also responsible for the terrorist group's external affairs","U.S. forces have killed Abd ar-Rahman Mustafa al-Qaduli, an Islamic State finance minister also responsible for the terrorist group's external affairs",1
4161,Abd ar-Rahman Mustafa al-Qaduli,Osama bin Laden,0
4162,water quality regulations that he said are too complex,water quality regulations that he said are too complex,1
4163,Sartaj Aziz,Mohammad Daoud Khan,0
4164,Igor Dodon,Igor Dodon,1
4165,Maia Sandu,Maia Dodon,0
4166,Igor Dodon,Igor Dodon,1
4167,both parents of presidential candidates are Zambian ‚Äúby birth or descent.‚Äù,Both parents of presidential candidates must be Zambian by birth or descent.,0
4168,Edgar Lungu,Robert Mugabe,0
4169,Guy Scott,Bob Scott,0
4170,Edgar Lungu,Kaunda,0
4171,Haider al-Abadi,Muammar Gaddafi,0
4172,Ramadi,Baghdad,0
4173,Cuba,China,0
4174,Idania Del Rio,Adam Del Rio,0
4175,Bob Dole,Jimmy Carter,0
4176,Marco Rubio,Donald Trump,0
4177,Bob Dole,John McCain,0
4178,Hillary Clinton,Hillary Clinton,1
4179,Hillary Clinton,Hillary Clinton,1
4180,"to fulfil an ""historic mission"" first conceived by a Russian tsar",to connect Russia to Europe,0
4181,Arkady Rotenberg,Arkady Rotenberg,1
4182,Merrick Garland,Chief Justice John Roberts,0
4183,Merrick Garland,Mike Pence,0
4184,2008 and 2009,2008 and 2009,1
4185,2010,2010,1
4186,Robyn Gedrich,Carol Gedrich,0
4187,Two Women Banned for Using Tinder to Spam Pro-Sanders Messages,Two Women Banned for Using Tinder to Spam Pro-Sanders Messages,1
4188,changing Ukraine's constitution to decentralize government,giving more power to the regions in Ukraine,0
4189,west Beirut,south Beirut,0
4190,Manbij,Beirut,0
4191,Manbij,Beirut,0
4192,Roumieh prison,Tripoli prison,0
4193,Nancy and Maya Yamout,Nancy and Maria Yamout,0
4194,"Roumieh’s Block B, exclusively home to the prison's 680 Islamist militants","Roumieh’s Block B, exclusively home to the prison's 680 murderers",0
4195,supporting families in vulnerable communities crucial,supporting families in vulnerable communities crucial,1
4196,Governor Mike Pence,Governor Paul Ryan,0
4197,real estate developer,grocery store,0
4198,11-Aug,11-Aug,1
4199,Narendra Modi,Rahul Gandhi,0
4200,Narendra Modi,Rahul Gandhi,0
4201,Bogota,Bogota,1
4202,Wednesday,Tuesday,0
4203,Monday,Tuesday,0
4204,Monday,Tuesday,0
4205,Defense Secretary Ash Carter,Defense Secretary Ash Carter,1
4206,articles accusing the government of arms smuggling to Syrian jihadists,articles accusing the government of arming Syrian insurgents,0
4207,"nearly 30,000 U.S. troops remain stationed on the peninsula.",There are no troops stationed in South Korea.,0
4208,online freedom was not a right but a responsibility to be kept in check lest it lead to terrorism,online freedom was a responsibility to be kept in check lest it lead to nuclear war,0
4209,no reasonable prosecutor would bring such a case,no reasonable prosecutor would bring such a case,1
4210,reopened embassies in Havana and Washington.,closed the embassy,0
4211,White House spokesman John Earnest,CNN,0
4212,at Fairfax Memorial Park in northern Virginia,at Arlington National Cemetery in Virginia,0
4213,at Fairfax Memorial Park in northern Virginia,at Arlington National Cemetery in Virginia,0
4214,56-year-old John Palmer,37-year-old John Doe,0
4215,Frances Taylor,Alan Grant,0
4216,"Hollywood as a big business,","Religion as a big thing,",0
4217,Miles Davis,Miles Davis,1
4218,Miles Ahead,Black Panther,0
4219,based on a lot of incidents,based on a lot of accidents,0
4220,Frances Taylor,Emily Watson,0
4221,inappropriate interference in its internal affairs,inappropriate interference in its internal affairs,1
4222,Sybrina Fulton,Sybrina Fulton,1
4223,Sybrina Fulton,Sybil Fulton,0
4224,Sybrina Fulton,Sandra Bland,0
4225,Sybrina Fulton,Nancy Reagan,0
4226,Nana Konadu Agyeman-Rawlings,Barack Obama,0
4227,Nana Rawlings,Nana Rawlings,1
4228,last February,last January,0
4229,last February,last January,0
4230,"Episode VII of the series, ""Star Wars: The Force Awakens''","Episode VII of the series, ""Star Wars: The Force Awakens''",1
4231,Wishful Drinking,Wishful Drinking,1
4232,2017,2020,0
4233,"Nov. 19, 2016","Sept. 19, 2016",0
4234,Joe Frazier,Joe Frazier,1
4235,"Republican presidential candidate, Sen. Ted Cruz","Democrat presidential candidate, Hillary Clinton",0
4236,"Republican presidential candidate, Sen. Ted Cruz, R-Texas","Democrat presidential candidate, Hillary Clinton, D-New York",0
4237,Ted Cruz,Ted Cruz,1
4238,Aung San Suu Kyi,Angelina Jolie,0
4239,phasing out strict sentences for drug offenses,building more prisons,0
4240,in camps inside the autonomous entity in Iraq's north known as Kurdistan,in camps inside the autonomous entity in Iraq's south known as Kurdistan,0
4241,the summer of 2014,The summer of 2015,0
4242,Hillary Clinton,Donald Trump,0
4243,Hillary Clinton,Hillary Clinton,1
4244,presumptive presidential nominee Donald Trump,presumptive presidential nominee Donald Trump,1
4245,Donald Trump,Barack Obama,0
4246,Hillary Clinton,Barack Obama,0
4247,Melody Brannon,April Hanson,0
4248,Curtis Allen,Charles Allen,0
4249,Vladimir Putin,Barack Obama,0
4250,Vladimir Putin,Vladimir Putin,1
4251,ongoing efforts to bring an end to the civil war in Syria,ongoing efforts to bring an end to the civil war in Iraq,0
4252,24-year-old Justin Martin,24-year-old Aiden Miller,0
4253,Hillary Clinton,Hillary Clinton,1
4254,Democrat Hillary Clinton,Democrat Hillary Clinton,1
4255,Ted Cruz,Ted Cruz,1
4256,Ted Cruz,Ted Cruz,1
4257,John Kasich,John McCain,0
4258,Marco Rubio,Rafael Nadal,0
4259,66 percent,100 percent,0
4260,Ted Cruz,Tom Cruise,0
4261,Hillary Clinton,Barack Obama,0
4262,protesters who burn American flags,protesters who burn American flags,1
4263,Zach Rey,Zachary Smith,0
4264,Bulgaria,Zimbabwe,0
4265,"El Paso, Texas","El Paso, Texas",1
4266,at the end of the current 2015-16 season in May,at the end of the current 2015-16 season in December,0
4267,at the end of the current 2015-16 season in May,at the end of the current 2015-16 season in December,0
4268,"Countering Islamophobia, Muslim Father and Son Go to US Congress","Countering Racism, Muslim Father and Son Go to US Congress",0
4269,"near Dohuk, Kurdistan, Iraq","near Erbil, Kurdistan, Iraq",0
4270,"near Dohuk, Kurdistan, Iraq","near Nadi, Fiji",0
4271,Chris Christie,Donald Trump,0
4272,House of Representatives Speaker Paul Ryan,Santa Claus,0
4273,his anti-immigration stands,he is racist,0
4274,Christie,Obama,0
4275,Chris Christie,Donald Trump,0
4276,House of Representatives Speaker Paul Ryan,House of Representatives Speaker Paul Ryan,1
4277,House of Representatives Speaker Paul Ryan,United States President Donald Trump,0
4278,his denigrating comments about some women.,his support for abortion rights.,0
4279,138,138,1
4280,138,138,1
4281,half of Trump's supporters,half of Trump's supporters,1
4282,Hillary Clinton,Hillary Clinton,1
4283,Republican,Republican,1
4284,Maria Elena Burgos,Sofia Burgos,0
4285,Hillary Clinton,Donald Trump,0
4286,7-Jun,7-Jun,1
4287,promoting economic equality,promoting economic equality,1
4288,Donald Trump,Barack Obama,0
4289,Donald Trump,Donald Trump,1
4290,Democratic Presidential candidate Hillary Clinton,Donald Trump,0
4291,the power of prioritizing diplomacy,The power of negotiation,0
4292,Tran Dai Quang,Tran Dai Quang,1
4293,Tran Dai Quang,Pham Van Dong,0
4294,Tran Dai Quang,Bui Van Anh,0
4295,Hanoi,Hanoi,1
4296,Obama,Obama,1
4297,Tran Dai Quang,Hoa Binh,0
4298,Democrats feared the sit-in would endanger Barack Obama's presidential campaign,Democrats feared the sit-in would endanger Barack Obama's presidential campaign,1
4299,1999,2000,0
4300,George Bingham,George Bingham,1
4301,Ahmet Davutoglu,Binali Yildirim,0
4302,Recep Tayyip Erdogan,Barack Obama,0
4303,Davutoglu,Gul,0
4304,Boris Johnson,David Cameron,0
4305,Hillary Clinton,Donald Trump,0
4306,reality TV show called,younger,0
4307,a village chief,a doctor,0
4308,Wukan village chief Lin Zulian,Wukan village chief Yu Zulian,0
4309,Wukan village chief Lin Zulian,Wukan village chief Lin Zulian,1
4310,Wukan village chief Lin Zulian,Wukan village chief Yu Zulian,0
4311,led the 2011 local rebellion that threw out the previous government for allegedly stealing land from local residents and re-selling it to big developers.,was a key figure in the 2011 local rebellion that successfully removed the previous government from power.,0
4312,"Friday, March 18, 2016","Tuesday, March 22, 2016",0
4313,Gen. Sirwan Barzani,Gen. Saddam Hussein,0
4314,Bernie Sanders,Jimmy Morales,0
4315,Bernie Sanders,Ted Cruz,0
4316,NAFTA (the North American Free Trade Agreement),NAFTA (the North American Free Trade Agreement),1
4317,Bernie Sanders,Hillary Clinton,0
4318,Sanders,Biden,0
4319,Bernie Sanders,Barack Obama,0
4320,Bernie Sanders,Joe Biden,0
4321,Sanders,Clinton,0
4322,former President Bill Clinton,former President Bill Clinton,1
4323,Bernie Sanders,Mitt Romney,0
4324,John Kerry,John Kerry,1
4325,former U.S. Secretary of State Hillary Clinton.,former U.S. Secretary of State John Kerry,0
4326,Turkey,Russia ,0
4327,Major Chris Magezi,Major Tom Allen,0
4328,Muhoozi Kainerugaba,Osama bin Laden,0
4329,Binali Yildirim,Barack Obama,0
4330,63 kg (139 lb) to 87 kg (192 lb) for the 26-year-old Ohashi,67 kg (148 lb) to 91 kg (201 lb) for the 26-year-old Ohashi,0
4331,"ushering in an era of rapprochement between Washington and Havana, the likes of which hadn't been seen in decades of Castro rule that outlasted 11 U.S. presidents.",it showed that the Cuban people were united.,0
4332,No More Blanket Deportations of Migrants,All migrants should be deported,0
4333,No More Blanket Deportations of Migrants,No More Blanket Deportations of Migrants,1
4334,Tsetska Tsacheva,Kornelia Ninova,0
4335,Tsetska Tsacheva,Ivanka Trump,0
4336,no evidence of criminal activity,no outcome,0
4337,Abhisit Vejjajiva,Yingluck Shinawatra,0
4338,Tribute to Rosa Luxembourg,Tribute to Rosa Luxembourg,1
4339,somewhere in the middle,somewhere in the middle,1
4340,Trump,Obama,0
4341,Rick Gates,John Gates,0
4342,four months ago,two weeks ago,0
4343,"9, 2016","9, 2017",0
4344,67 percent,69 percent,0
4345,67 percent,69 percent,0
4346,Thursday,Wednesday,0
4347,Thursday,Wednesday,0
4348,Alexander Litvinenko,Osama bin Laden,0
4349,"expel all Russian intelligence operatives from Britain, impose targeted sanctions against individuals involved in the murder, and even put into place a travel ban on Putin.",take no action,0
4350,Isabel Allende,Pablo Allende,0
4351,Isabel Allende,Pablo Allende,0
4352,Isabel Allende,Salma Hayek,0
4353,Isabel Allende,Salma Hayek,0
4354,Isabel Allende,Salma Hayek,0
4355,Entertainment Hall at the Florida State Fairgrounds in Tampa,Entertainment Hall at the Florida State Fairgrounds in Orlando,0
4356,Entertainment Hall at the Florida State Fairgrounds in Tampa,the Amway Center in Orlando,0
4357,Prime Minister Narendra Modi,Prime Minister David Cameron,0
4358,"Nairobi, KENYA","Nairobi, KENYA",1
4359,Wukan village chief Lin Zulian,Wukan village resident Lin Zulian,0
4360,Wukan village chief Lin Zulian,Wukan village secretary Chen Jinping,0
4361,to help authorities with an investigation,to flee from the police,0
4362,end of April or early May,end of July or early August,0
4363,Syria-Only Talks,Israel-Only Talks,0
4364,accidental overdose of fentanyl,accidental overdose of fentanyl,1
4365,to pay respects to the war dead,to remember the tragedy,0
4366,Shinzo Abe,Barack Obama,0
4367,Shinzo Abe,Barack Obama,0
4368,Edwin Lifwekelo,Edwin Libwekelo,0
4369,Edwin Lifwekelo,Edwin Lifykelo,0
4370,U.S. Defense Secretary Ash Carter,U.S. Secretary of State John Kerry,0
4371,8-Nov,10-Nov,0
4372,Sunday,Monday ,0
4373,Luiz Inacio Lula da Silva,Juan Manuel Santos,0
4374,Sunday,Tuesday,0
4375,Sunday,Tuesday ,0
4376,Brazil's President Dilma Rousseff,Brazil's President Dilma Rousseff,1
4377,New York billionaire Trump,New York billionaire Trump,1
4378,about 11 percent,about 21 percent,0
4379,"the Airport Diner in Manchester, NH","the Airport Diner in Manchester, CT",0
4380,Bernie Sanders,Donald Trump,0
4381,Vermont Senator Sanders,Vermont Senator Sanders,1
4382,U.S. Lawmakers React to Obama's State of The Union Speech,U.S. Lawmakers Boycott Obama's State of The Union Speech,0
4383,U.S. Lawmakers React to Obama's State of The Union Speech,U.S. Lawmakers React to Obama's State of The Union Address,0
4384,U.S. Lawmakers React to Obama's State of The Union Speech,U.S. Lawmakers React to Obama's State of The Union Address,0
4385,Michelle Obama,Michelle Obama,1
4386,northeastern state of New Hampshire,northern state of New Hampshire ,0
4387,Pennsylvania,Pennsylvania,1
4388,Donald Trump,Donald Trump,1
4389,Guled Omar,Guled Ali,0
4390,21-May-16,24-May-16,0
4391,Guled Omar,Shabab Muhammad,0
4392,Lt. Gen. John Dolan,Cpl. John Dolan,0
4393,Marine Corps air station,Marine Corps air base,0
4394,7-plus years,6-plus years,0
4395,European Court of Human Rights,Amnesty International,0
4396,Sahar Delijani,Shahr Dilani,0
4397,Michael Vannak Khem Misiewicz,Martin Vannak Khem Misiewicz,0
4398,Michael Vannak Khem Misiewicz,Martin Vannak Khem Misiewicz,0
4399,Ash Carter,Ash Carter,1
4400,Ash Carter,Hillary Clinton,0
4401,more than 65,more than 75,0
4402,presumptive Republican nominee Donald Trump,presumptive Republican nominee Donald Trump,1
4403,wider freedoms,more freedoms,0
4404,Pervin Buldan,Pervin Buldan,1
4405,Pervin Buldan,Pervin Buldan,1
4406,Victoria Nuland,Richard Haass,0
4407,high unemployment,AIDS,0
4408,"70-year-old Ortega, who ran with his wife, Rosario Murillo, as vice president","70-year-old Murillo, who ran with his wife, Rosario Ortega as vice president",0
4409,Rosario Murillo,Jose Daniel Ortega,0
4410,Daniel Ortega,Daniel Ortega,1
4411,"Paul Biya, 83,","Paul Biya, 83,",1
4412,opposition politician Ndansi Elvis,Businessman Steve Jobs,0
4413,Belizean Prime Minister Dean Barrow,Belize Prime Minister John Barrow,0
4414,physically,financially,0
4415,black people taking back their power in an industry that doesn't value people of color,how he is the only person of color in the room and how he feels uncomfortable,0
4416,Jada Pinkett Smith,Will Smith,0
4417,the maximum prison time and maximum fine,the maximum fine only ,0
4418,Kent Desormeaux,John Desormeaux,0
4419,Dmitry Gudkov,Vladimir Putin,0
4420,306-232,236-300,0
4421,"2,017,563","5,017,563",0
4422,Donald Trump,Barack Obama,0
4423,16-Jun-16,15-Jun-16,0
4424,he planned to return to mainland China with the requested hard drive,he was unable to find the requested hard drive,0
4425,expanding and boosting its military infrastructure close to his country’s borders.,doing more harm than good.,0
4426,in order to energize voters in the primary election campaign,in order to energize voters in the general election campaign,0
4427,Paul Manafort,Stephen Colbert,0
4428,"Washington, D.C.","New York, NY",0
4429,7-Jul-16,6-Jul-16,0
4430,Wukan village,Wuxi village,0
4431,between 12 and 14 years old and sent by Islamic State,between 12 and 14 years old and sent by Islamic State,1
4432,cocaine trafficking,cocaine distribution,0
4433,Farmville Detention Center,Farmville Prison,0
4434,northern New Jersey,southern New Jersey,0
4435,northern New Jersey,northern New Jersey,1
4436,if he were deported,if he were deported,1
4437,Saddam Hussein,Joseph Stalin,0
4438,Chris Smith,Chris Smith,1
4439,cast doubt on the U.S. commitment to its security alliance with South Korea,South Korea is not worth the commitment,0
4440,"Sen. Ted Cruz, R-Texas","Sen. Ted Cruz, R-Texas",1
4441,Ted Cruz,John McCain,0
4442,"22, 2016","2, 2016",0
4443,Ohio Governor John Kasich and former neurosurgeon Ben Carson,Texas Senator Ted Cruz and Kentucky Senator Rand Paul,0
4444,Marco Rubio,Rand Paul,0
4445,"22, 2016","20, 2016",0
4446,Nevada,Nevada,1
4447,"Regents University in Virginia Beach, Virginia","Regents University in Richmond, Virginia",0
4448,Donald Trump,Donald Trump,1
4449,Obama,Nixon,0
4450,Obama,JFK,0
4451,"Groton, Conn.","Groton, Mass.",0
4452,Lilly King,Lilly King,1
4453,next Monday,next Tuesday,0
4454,Donald Trump,Donald Trump,1
4455,Donald Trump,Donald Trump,1
4456,"Heartland Acres Agribition Center in Independence, Iowa","Heartland Acres Agribition Center in Independence, Iowa",1
4457,Namibian Tales,Nigerian Jokes,0
4458,Bernie Sanders,Hillary Clinton,0
4459,Bernie Sanders,Michelle Obama,0
4460,at least 65 of the 94 convention delegates selected Saturday in several states,at least 53 of the 84 convention delegates selected in several states,0
4461,heavy rain,not prepared,0
4462,"Smith Park in Pembroke Pines, Fla.","McDonald's in Pembroke Pines, Fla.",0
4463,"Smith Park in Pembroke Pines, Fla.","Johnson Park in Pembroke Pines, Fla.",0
4464,northern Syria,northern Syria,1
4465,northern Syria,eastern Syria,0
4466,Pampliega,Clementine,0
4467,northern Syria,northern Syria,1
4468,northern Syria,eastern Syria,0
4469,"26, 2016","27, 2016",0
4470,55 percent,45 percent,0
4471,Democratic candidate Hillary Clinton,Democratic candidate Barack Obama,0
4472,Afghanistan,China,0
4473,Michelle Bachelet,Michelle Bachelet,1
4474,Michelle Bachelet,Michelle Bachelet,1
4475,early Monday,late Monday,0
4476,early Monday,late Monday,0
4477,"the eastern city of Santiago, where Castro started the Cuban revolution in 1953.","the eastern city of Santiago, where Castro started the Cuban revolution in 1953.",1
4478,"7, 2016","6, 2016",0
4479,US Hispanic Chamber of Commerce,Bigfoot,0
4480,Prayuth Chan-ocha,Thaksin Shinawatra,0
4481,Prayuth Chan-ocha,Porsche,0
4482,Russian Foreign Minister Sergey Lavrov,French President Emmanuel Macron,0
4483,Americans Should Not Expect Police to Solve Social Ills,Americans Should Not Expect Police to Solve Social Ills,1
4484,13-Jul-16,20-Apr-16,0
4485,13-Jul-16,13-Jul-16,1
4486,13-Jul-16,12-Jul-16,0
4487,Masayoshi Son,Tim Cook,0
4488,James Mattis,John Kerry,0
4489,James Mattis,Donald Trump,0
4490,James Mattis,James Madison,0
4491,"Dec. 6, 2016","Jan. 6, 2016",0
4492,5 a.m. as he arrived in New Hampshire after a flight from Iowa.,11 p.m. as he arrived in New Hampshire after a flight from California,0
4493,2014,2012,0
4494,more than one in 10,more than one in 10,1
4495,16 percent,19 percent,0
4496,Republican presidential nominee Donald Trump,Republican presidential nominee Donald Trump,1
4497,"Sit Still, Look Pretty","Sit Down, Look Pretty",0
4498,Hafar al Batin,Jizan,0
4499,the National Guard armory in Joliet,the National Guard armory in Chicago,0
4500,the National Guard armory in Joliet,The National Guard armory in Antioch,0
4501,12 hours,2 hours,0
4502,"Mar-a-Lago Club in Palm Beach, Fla.","Waters Edge Park in Stuart, Fla.",0
4503,"Mar-a-Lago Club in Palm Beach, Fla.","Breakers in Palm Beach, Fla.",0
4504,"Mar-a-Lago Club in Palm Beach, Fla.","Mar-a-Lago Club in Los Angeles, Calif.",0
4505,44-43 percent,60-40 percent,0
4506,"Mar-a-Lago Club in Palm Beach, Fla.","Brighton Beach in Brooklyn, NY",0
4507,"Mar-a-Lago Club in Palm Beach, Fla.",Location Unknown,0
4508,Bernie Sanders,John McCain,0
4509,Bernie Sanders,Bernie Sanders,1
4510,9-Apr-16,2-Apr-16,0
4511,"5,500","5,500",1
4512,Democrat Hillary Clinton,Democrat Hillary Clinton,1
4513,"Bedners Farm Fresh Market in Boynton Beach, Florida","Brown's Farm Market in Orlando, Florida",0
4514,"23, 2016","24, 2016",0
4515,respiratory issues,cognitive issues,0
4516,Cassius Clay,Joe Louis,0
4517,eighth round,seventh round,0
4518,Wednesday,Tuesday ,0
4519,Wednesday,Wednesday,1
4520,"Edison, New Jersey","Edison, New Jersey",1
4521,"Malaika Arora Khan, a Bollywood dancer and actress","Malaika Arora Khan, a Bollywood dancer and actress",1
4522,"Howard University in Washington, D.C.","Harvard University in Cambridge, Massachusetts",0
4523,2-Jun,4-Jun,0
4524,"Air Force Academy in Colorado Springs, Colorado","Army Academy in Colorado Springs, Colorado",0
4525,Wednesday,Wednesday,1
4526,Wednesday in Las Vegas.,Wednesday in New York.,0
4527,Wednesday,Tuesday,0
4528,"Texas Senator Ted Cruz, ""stole"" the election.","Texas Senator Ted Cruz, ""stole"" the election.",1
4529,Monday's caucuses.,Tuesday's primaries.,0
4530,Ted Cruz,Ted Cruz,1
4531,Ben Carson,Ben Franklin,0
4532,"a mailing designed to look like an official document that accused them of a ""voter violation.""","a mailing designed to look like an official document that accused them of a ""voter ballot.""",0
4533,John Dramani Mahama,John Doe,0
4534,John Dramani Mahama,Jerry Rawlings,0
4535,the plunge in global oil prices,poor asset management,0
4536,Nkandla,Nkwazi,0
4537,"the paralysis of the governing structures of the [European Union], and the growing influence of right-wing and left-wing political forces","the increasing global warming, and the consequent melting of the polar ice caps.",0
4538,Vladimir Sogrin,Vladimir Sogrin,1
4539,Vladimir Sogrin,Vladimir Putin,0
4540,"in coming days to discuss regional security issues, including the United States' ‚Äúrock-solid commitment‚Äù to its allies‚Äô security in the face of recent North Korea provocations",in coming days to deliver a speech at the North Korean parliament,0
4541,delays are inevitable,delays are inevitable,1
4542,former Secretary of State Hillary Clinton,businessman Donald Trump,0
4543,Mr. [Recep Tayyip] Erdogan,Mr. [Recep Tayyip] Obama,0
4544,"$760.5 million set by 2009's Avatar, according to a statement by Walt Disney.","$760.5 million set by 2009's Avatar, according to a statement by Walt Disney.",1
4545,racketeering,fraud,0
4546,120,12,0
4547,racketeering,corruption,0
4548,120,120,1
4549,Mohamed,Mohamed,1
4550,April,June,0
4551,give the U.S. better access to markets that make up for 40 percent of the global economy,give the U.S. better access to markets that make up for 40 percent of the global economy,1
4552,Tuesday evening,Saturday morning,0
4553,next January,next January,1
4554,next January,next January,1
4555,Donald Trump,Donald Trump,1
4556,a Russian-speaking ethnic Tatar,Russian-speaking ethnic Englishman,0
4557,Washington,California,0
4558,western part of the country,western part of the country,1
4559,five,two,0
4560,Hong Kong bookseller Lee Bo,Hong Kong businessperson Bruce Lee,0
4561,Milan,Minneapolis,0
4562,Charles Ble Goude,Charles Taylor,0
4563,Charles Ble Goude,Charles Taylor,0
4564,information minister,economy minister,0
4565,"Republican presidential candidate, Sen. Ted Cruz, R-Texas","Democratic presidential candidate, Hillary Clinton",0
4566,between 1936 and 1952,between 1946 and 1962,0
4567,"1, 2016","1, 2016",1
4568,"Dubuque, Iowa","Ames, Iowa",0
4569,Guled Omar,Guled Mohamed,0
4570,Guled Omar,Guled Omar,1
4571,Guled Omar,Guled Omar,1
4572,Guled Omar,Ahmed Nur,0
4573,informant Abdirahman Bashir,informant Aziz Bashir,0
4574,Mohamed Farah,Salman Abedi,0
4575,Grace Poe,Andy Poe,0
4576,Grace Poe,Hillary Clinton,0
4577,Barrow,Barrow,1
4578,Donald Trump,Hillary Clinton,0
4579,Marco Rubio,Barack Obama,0
4580,Ted Cruz,Donald Trump,0
4581,Rubio,Trump,0
4582,Ted Cruz,Ted Cruz,1
4583,Maine,Massachusetts,0
4584,Yuriy Lutsenko,Petro Poroshenko,0
4585,Yuriy Lutsenko,Petro Poroshenko,0
4586,Yuriy Lutsenko,Petro Poroshenko,0
4587,Hillary Clinton,Hillary Clinton,1
4588,east Jerusalem,west Jerusalem,0
4589,Frances Udukwu,Leslie Udukwu,0
4590,Omolola Adele-Oso,Dolores Adele-Oso,0
4591,Stop killing Rohingya Muslims,Stop racism,0
4592,Clinton,Clinton,1
4593,"the TPP trade deal. He said if Trump withdraws the U.S. from the pact, it will be a weaker deal and the U.S. would lose an opportunity to shape the rules of global trade ""in a way that reflects our values.""","The TPP trade deal. He said if Trump withdraws the U.S. from the pact, it will be a better deal and the U.S. would lose an opportunity to shape the rules of global trade ""in a way that reflects our values.""",0
4594,Hillary Clinton,Barack Obama,0
4595,Merrick Garland,Merrick Thomas,0
4596,Merrick Garland,Clarence Thomas,0
4597,"highly qualified. and I think it is the obligation of the Senate to not only have a hearing, but to vote on his nomination,","qualified. and I think it is the obligation of the Senate to not only have a hearing, but to vote on his nomination",0
4598,16-Mar-16,17-Mar-16,0
4599,Kirk,Kirk,1
4600,Garland,Garland,1
